X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
-84.03740713,39.80534785,8586,24,88TH MEDICAL GROUP - WRIGHT-PATTERSON AIR FORCE BASE MEDICAL CENTER,4881 SUGAR MAPLE DR,WRIGHT PATTERSON AFB,OH,45433,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,GREENE,39057,USA,39.80534785,-84.03740713,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.tricare.mil/mtf,2018-02-28T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-20T00:00:00.000Z,http://www.wpafb.af.mil/units/wpmc/index.asp,NOT AVAILABLE,NOT AVAILABLE,39,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N
-147.6622292,64.82970024,8582,22,BASSETT ARMY COMMUNITY HOSPITAL,4076 NEELY RD,FORT WAINWRIGHT,AK,99703,NOT AVAILABLE,(907) 361-5172,MILITARY,OPEN,-999,FAIRBANKS NORTH STAR,2090,USA,64.82970024,-147.6622292,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.tricare.mil/mtf,2018-02-28T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-20T00:00:00.000Z,www.alaska.amedd.army.mil/,NOT AVAILABLE,NOT AVAILABLE,2,GOVERNMENT - FEDERAL,-999,-999,NOT DESIGNATED,Y
-95.6292859,36.31610206,8575,3374017,CLAREMORE HOSPITAL,101 S MOORE AVENUE (SOUTH MOORE & WILL ROGERS BLVD),CLAREMORE,OK,74017,NOT AVAILABLE,(918) 342-6200,CRITICAL ACCESS,OPEN,-999,ROGERS,40131,USA,36.31610206,-95.6292859,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.ihs.gov/,2018-03-27T00:00:00.000Z,IMAGERY WITH OTHER,2018-05-11T00:00:00.000Z,http://www.ihs.gov/oklahoma/index.cfm?module=dsp_okao_su_claremore,NOT AVAILABLE,NOT AVAILABLE,40,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,NOT AVAILABLE
-98.41460698,34.6523867,8587,34,REYNOLDS ARMY COMMUNITY HOSPITAL,4301 WILSON ST,FORT SILL,OK,73503,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,COMANCHE,40031,USA,34.6523867,-98.41460698,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.tricare.mil/mtf,2018-02-28T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-20T00:00:00.000Z,http://www.rach.sill.amedd.army.mil/,NOT AVAILABLE,NOT AVAILABLE,40,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,Y
-77.14368028,38.70560252,8588,28,FORT BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,FAIRFAX,51059,USA,38.70560252,-77.14368028,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.tricare.mil/mtf,2018-02-28T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-20T00:00:00.000Z,www.fbch.capmed.mil/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,Y
-82.88184334,40.0271427,8498,129043230,"WOODS AT PARKSIDE,THE",349 OLDE RIDENOUR ROAD,COLUMBUS,OH,43230,NOT AVAILABLE,(614) 471-2552,SPECIAL,OPEN,50,FRANKLIN,39049,USA,40.0271427,-82.88184334,622210,"HOSPITALS, SUBSTANCE ABUSE",http://publicapps.odh.ohio.gov/EID/Default.aspx,2018-03-15T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-26T00:00:00.000Z,http://www.thewoodsatparkside.com/,1815,NOT AVAILABLE,39,PROPRIETARY,-999,50,NOT AVAILABLE,NOT AVAILABLE
-84.16802733,39.77424249,8499,130045404,DAYTON CHILDREN'S HOSPITAL,ONE CHILDRENS PLAZA,DAYTON,OH,45404,NOT AVAILABLE,(937) 641-3300,CHILDREN,OPEN,155,MONTGOMERY,39113,USA,39.77424249,-84.16802733,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://publicapps.odh.ohio.gov/EID/Default.aspx,2018-03-15T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-26T00:00:00.000Z,http://www.childrensdayton.org/cms/home/index.html,1411,NOT AVAILABLE,39,NON-PROFIT,-999,155,PEDIATRIC LEVEL II,Y
-84.19939762,39.74773987,8501,129845417,HAVEN BEHAVIORAL SENIOR CARE OF DAYTON,"ONE ELIZABETH PLACE,E3 SUITE A",DAYTON,OH,45417,NOT AVAILABLE,(615) 393-8879,PSYCHIATRIC,OPEN,32,MONTGOMERY,39113,USA,39.74773987,-84.19939762,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://publicapps.odh.ohio.gov/EID/Default.aspx,2018-03-15T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-26T00:00:00.000Z,https://dayton.havenbehavioral.com/,1506,NOT AVAILABLE,39,PROPRIETARY,-999,32,NOT AVAILABLE,NOT AVAILABLE
-96.92709569,35.29726161,8502,130774801,CHG CORNERSTONE HOSPITAL OF OKLAHOMA,"1900 GORDON COOPER DRIVE,2ND FLOOR",SHAWNEE,OK,74801,NOT AVAILABLE,(405) 395-5800,LONG TERM CARE,OPEN,34,POTTAWATOMIE,40125,USA,35.29726161,-96.92709569,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",https://www.ok.gov/health/Protective_Health/Medical_Facilities_Service/,2018-03-20T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-20T00:00:00.000Z,http://www.chghospitals.com/shawnee/,2363,SOLARA HOSPITAL SHAWNEE,40,PROPRIETARY,-999,34,NOT AVAILABLE,NOT AVAILABLE
-96.2237315,34.53934684,8503,131074538,MARY HURLEY HOSPITAL,6 NORTH COVINGTON AVENUE,COALGATE,OK,74538,NOT AVAILABLE,(580) 927-2327,GENERAL ACUTE CARE,OPEN,20,COAL,40029,USA,34.53934684,-96.2237315,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.ok.gov/health/Protective_Health/Medical_Facilities_Service/,2018-03-20T00:00:00.000Z,IMAGERY WITH OTHER,2018-04-20T00:00:00.000Z,http://www.ccghospital.com/Hospital/,2201,COAL COUNTY GENERAL HOSPITAL,40,NON-PROFIT,-999,20,LEVEL IV,Y
-101.2940853,48.23222596,8504,5258701,TRINITY HOSPITALS,1 W BURDICK EXPY,MINOT,ND,58701,NOT AVAILABLE,(701) 857-5000,GENERAL ACUTE CARE,OPEN,251,WARD,38101,USA,48.23222596,-101.2940853,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.ndhealth.gov/hf/North_Dakota_Hospitals_Critical_access.htm,2017-09-11T00:00:00.000Z,IMAGERY,2017-10-02T00:00:00.000Z,http://www.trinityhealth.org,5055A,NOT AVAILABLE,38,NON-PROFIT,-999,251,LEVEL II,Y
-80.23107621,36.418068,8505,10527016,LIFEBRITE COMMUNITY HOSPITAL OF STOKES,1570 NC 8 & 89 HWY NORTH,DANBURY,NC,27016,NOT AVAILABLE,(336) 593-2831,GENERAL ACUTE CARE,OPEN,93,STOKES,37169,USA,36.418068,-80.23107621,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,2017-09-28T00:00:00.000Z,IMAGERY WITH OTHER,2017-11-09T00:00:00.000Z,http://lifebritestokes.com/,NOT AVAILABLE,PIONEER COMMUNITY HOSPITAL OF STOKES,37,PROPRIETARY,-999,93,NOT AVAILABLE,NOT AVAILABLE
-95.44068702,30.0142879,8506,77677090,PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC,16750 RED OAK DR,HOUSTON,TX,77090,NOT AVAILABLE,(281) 453-7110,GENERAL ACUTE CARE,OPEN,16,HARRIS,48021,USA,30.0142879,-95.44068702,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://phnh.net/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,16,NOT AVAILABLE,NOT AVAILABLE
-98.22573011,26.18699237,8507,78178503,MCCALLEN MEDICAL CENTER,301 WEST EXPRESSWAY 83,MCALLEN,TX,78503,NOT AVAILABLE,(956) 632-4000,GENERAL ACUTE CARE,OPEN,441,HIDALGO,48215,USA,26.18699237,-98.22573011,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.mcallenmedicalcenter.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,441,LEVEL III,Y
-96.78500526,46.86919521,8508,165358103,PRAIRIE SAINT JOHN'S,510 4TH STREET SOUTH,FARGO,ND,58103,1914,(701) 476-7200,PSYCHIATRIC,OPEN,110,CASS,38017,USA,46.86919521,-96.78500526,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://www.ndhealth.gov/hf/North_Dakota_Hospitals_Critical_access.htm,2017-09-11T00:00:00.000Z,IMAGERY WITH OTHER,2017-10-02T00:00:00.000Z,http://prairie-stjohns.com/,5063A,NOT AVAILABLE,38,PROPRIETARY,-999,110,NOT AVAILABLE,NOT AVAILABLE
-98.16693865,33.23066769,8509,78676458,FAITH COMMUNITY HOSPITAL,215 CHISHOLM TRAIL,JACKSBORO,TX,76458,NOT AVAILABLE,(940) 567-6633,GENERAL ACUTE CARE,OPEN,17,JACK,48237,USA,33.23066769,-98.16693865,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,https://www.fchtexas.com,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,17,LEVEL IV,Y
-101.9019483,33.57339136,8510,78979410,COVENANT MEDICAL CENTER - LAKESIDE,4000 24TH STREET,LUBBOCK,TX,79410,NOT AVAILABLE,(806) 725-0536,GENERAL ACUTE CARE,OPEN,196,LUBBOCK,48303,USA,33.57339136,-101.9019483,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.covenanthealth.org/,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,196,NOT AVAILABLE,NOT AVAILABLE
-95.44302258,30.13090069,8511,79277386,WOODLANDS SPECIALTY HOSPITAL PLLC,25440 I 45 NORTH,THE WOODLANDS,TX,77386,NOT AVAILABLE,(281) 602-8160,GENERAL ACUTE CARE,OPEN,6,MONTGOMERY,48339,USA,30.13090069,-95.44302258,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://woodlandsspecialtyhospital.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,6,NOT AVAILABLE,N
-97.39474791,27.77809368,8512,79478404,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI SHORELINE,600 ELIZABETH STREET,CORPUS CHRISTI,TX,78404,NOT AVAILABLE,(361) 902-4690,GENERAL ACUTE CARE,OPEN,557,NUECES,48355,USA,27.77809368,-97.39474791,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY WITH OTHER,2017-12-18T00:00:00.000Z,http://www.christusspohn.org/Shoreline,NOT AVAILABLE,NOT AVAILABLE,48,NON-PROFIT,-999,557,NOT AVAILABLE,Y
-97.63542316,27.85491733,8513,79578410,THE CORPUS CHRISTI MEDICAL CENTER - NORTHWEST,13725 NORTHWEST BLVD,CORPUS CHRISTI,TX,78410,NOT AVAILABLE,(361) 767-4300,GENERAL ACUTE CARE,OPEN,89,NUECES,48355,USA,27.85491733,-97.63542317,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://ccmedicalcenter.com/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,89,NOT AVAILABLE,Y
-101.4610176,31.20401254,8514,80076932,REAGAN MEMORIAL HOSPITAL,1300 N MAIN AVE,BIG LAKE,TX,76932,NOT AVAILABLE,(325) 884-2561,GENERAL ACUTE CARE,OPEN,7,REAGAN,48383,USA,31.20401254,-101.4610176,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://reaganhealth.com/,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - DISTRICT/AUTHORITY,-999,7,NOT AVAILABLE,NOT AVAILABLE
-96.44469769,32.9140952,8515,80175087,BAYLOR EMERGENCY MEDICAL CENTER,"1975 ALPHA,SUITE 100",ROCKWALL,TX,75087,NOT AVAILABLE,(214) 294-6200,GENERAL ACUTE CARE,OPEN,8,ROCKWALL,48397,USA,32.9140952,-96.44469769,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2017-12-14T00:00:00.000Z,IMAGERY,2017-12-18T00:00:00.000Z,http://www.bayloremc.com/rockwall/,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,8,NOT AVAILABLE,NOT AVAILABLE
